Timestamp,Temperature,Humidity,Pressure,PM1,PM2.5,PM10,CO,VOC,CO2,aqi_dust,aqi_co,aqi_voc,aqi_co2,aqi_dust_predicted,aqi_co_predicted,dust_status,co_status
2024-11-27 13:41:27,22.700001,66.099998,1316.0,52,111,20,45,29,1,4,2,0,5,1,5,1,1
2024-11-27 13:41:32,22.700001,66.099998,1316.0,52,111,20,45,29,1,4,2,0,5,1,5,1,1
2024-11-27 13:41:37,21.5,55.599998,1303.0,75,23,92,89,24,52,2,3,2,3,1,5,0,0
2024-11-27 13:41:42,21.5,55.599998,1303.0,75,23,92,89,24,52,2,3,2,3,1,5,0,0
2024-11-27 13:41:47,14.0,52.900002,2530.0,44,31,149,3,36,4,4,3,5,5,4,4,0,0
2024-11-27 13:41:52,14.0,52.900002,2530.0,44,31,149,3,36,4,4,3,5,5,4,4,0,0
2024-11-27 13:41:57,17.9,26.9,2133.0,25,90,51,60,15,74,4,3,2,2,0,5,1,0
2024-11-27 13:42:02,17.9,26.9,2133.0,25,90,51,60,15,74,4,3,2,2,0,5,1,0
2024-11-27 13:42:07,15.9,71.599998,1822.0,22,5,130,52,10,76,5,3,5,5,1,4,0,1
2024-11-27 13:42:12,15.9,71.599998,1822.0,22,5,130,52,10,76,5,3,5,5,1,4,0,1
2024-11-27 13:42:17,18.4,33.900002,1968.0,16,125,33,79,6,83,3,4,5,4,3,0,0,1
2024-11-27 13:42:22,18.4,33.900002,1968.0,16,125,33,79,6,83,3,4,5,4,3,0,0,1
2024-11-27 13:42:27,10.6,49.599998,2186.0,6,66,152,77,34,25,4,5,3,2,1,0,0,0
2024-11-27 13:42:32,10.6,49.599998,2186.0,6,66,152,77,34,25,4,5,3,2,1,0,0,0
2024-11-27 13:42:37,13.1,52.400002,1989.0,29,99,191,83,10,8,2,5,3,3,4,0,0,1
2024-11-27 13:42:42,13.1,52.400002,1989.0,29,99,191,83,10,8,2,5,3,3,4,0,0,1
2024-11-27 13:42:47,12.7,31.799999,2641.0,28,36,104,66,10,68,0,0,2,3,1,0,1,1
2024-11-27 13:42:52,12.7,31.799999,2641.0,28,36,104,66,10,68,0,0,2,3,1,0,1,1
2024-11-27 13:42:57,17.0,59.799999,2900.0,85,8,30,94,24,54,5,1,3,5,3,1,0,0
2024-11-27 13:43:02,17.0,59.799999,2900.0,85,8,30,94,24,54,5,1,3,5,3,1,0,0
2024-11-27 13:43:07,17.6,47.5,2487.0,49,71,193,50,21,54,3,0,0,1,1,1,0,0
2024-11-27 13:43:12,17.6,47.5,2487.0,49,71,193,50,21,54,3,0,0,1,1,1,0,0
2024-11-27 13:43:18,10.0,39.5,2431.0,69,32,106,74,48,63,5,1,0,4,0,3,1,1
2024-11-27 13:43:22,10.0,39.5,2431.0,69,32,106,74,48,63,5,1,0,4,0,3,1,1
2024-11-27 13:43:27,12.0,76.0,2713.0,7,43,110,95,21,38,3,1,5,2,2,1,0,0
2024-11-27 13:43:33,12.0,76.0,2713.0,7,43,110,95,21,38,3,1,5,2,2,1,0,0
2024-11-27 13:43:37,20.9,54.299999,1709.0,68,55,90,26,28,16,0,4,1,5,3,4,1,0
2024-11-27 13:43:43,20.9,54.299999,1709.0,68,55,90,26,28,16,0,4,1,5,3,4,1,0
2024-11-27 13:43:48,16.6,68.5,1442.0,24,112,116,73,10,0,1,0,4,4,2,0,1,1
2024-11-27 13:43:53,16.6,68.5,1442.0,24,112,116,73,10,0,1,0,4,4,2,0,1,1
2024-11-27 13:43:58,24.5,27.0,2939.0,99,61,75,11,43,5,1,1,3,3,1,4,1,0
2024-11-27 13:44:03,24.5,27.0,2939.0,99,61,75,11,43,5,1,1,3,3,1,4,1,0
2024-11-27 13:44:08,23.4,36.700001,1542.0,49,78,9,72,1,91,4,3,4,1,3,5,0,1
2024-11-27 13:44:13,23.4,36.700001,1542.0,49,78,9,72,1,91,4,3,4,1,3,5,0,1
2024-11-27 13:44:18,10.4,72.400002,1355.0,84,91,173,17,8,95,0,3,2,2,5,2,0,1
2024-11-27 13:44:23,10.4,72.400002,1355.0,84,91,173,17,8,95,0,3,2,2,5,2,0,1
2024-11-27 13:44:28,10.3,44.099998,1589.0,13,60,109,34,12,38,1,4,2,1,4,3,1,0
2024-11-27 13:44:33,10.3,44.099998,1589.0,13,60,109,34,12,38,1,4,2,1,4,3,1,0
2024-11-27 13:44:38,21.1,63.799999,1245.0,23,74,71,68,35,17,1,2,5,5,2,0,0,1
2024-11-27 13:46:17,19.9,79.900002,1484.0,36,76,31,1,13,10,3,1,1,3,2,0,1,0
2024-11-27 13:46:22,19.9,79.900002,1484.0,36,76,31,1,13,10,3,1,1,3,2,0,1,0
2024-11-27 13:46:27,13.8,27.799999,2743.0,49,20,56,4,34,60,2,4,5,4,5,5,1,1
2024-11-27 13:46:32,13.8,27.799999,2743.0,49,20,56,4,34,60,2,4,5,4,5,5,1,1
2024-11-27 13:46:37,15.7,77.5,1824.0,84,93,45,49,46,56,1,2,5,2,4,5,1,0
2024-11-27 13:46:42,15.7,77.5,1824.0,84,93,45,49,46,56,1,2,5,2,4,5,1,0
2024-11-27 13:46:47,12.9,59.900002,1195.0,27,142,106,63,6,11,2,4,3,2,2,4,0,1
2024-11-27 13:46:52,12.9,59.900002,1195.0,27,142,106,63,6,11,2,4,3,2,2,4,0,1
2024-11-27 13:46:57,20.0,59.700001,2625.0,87,51,187,31,38,18,3,5,3,0,2,5,1,1
2024-11-27 13:47:02,20.0,59.700001,2625.0,87,51,187,31,38,18,3,5,3,0,2,5,1,1
2024-11-27 13:47:07,12.3,66.199997,2140.0,3,47,8,78,7,26,3,4,2,1,3,0,0,1
2024-11-27 13:47:12,12.3,66.199997,2140.0,3,47,8,78,7,26,3,4,2,1,3,0,0,1
2024-11-27 13:47:17,17.4,61.299999,2887.0,0,74,105,3,18,73,5,4,4,1,4,4,0,0
2024-11-27 13:47:22,17.4,61.299999,2887.0,0,74,105,3,18,73,5,4,4,1,4,4,0,0
2024-11-27 13:47:27,22.700001,79.699997,2860.0,58,86,19,24,47,31,0,1,3,4,4,1,0,1
2024-11-27 13:47:32,22.700001,79.699997,2860.0,58,86,19,24,47,31,0,1,3,4,4,1,0,1
2024-11-27 13:47:37,13.0,58.599998,1723.0,30,55,132,6,39,19,5,0,5,4,5,1,1,1
2024-11-27 13:47:42,13.0,58.599998,1723.0,30,55,132,6,39,19,5,0,5,4,5,1,1,1
2024-11-27 13:47:47,20.299999,52.599998,2873.0,41,106,44,74,3,60,3,4,3,5,1,1,1,1
2024-11-27 13:47:52,20.299999,52.599998,2873.0,41,106,44,74,3,60,3,4,3,5,1,1,1,1
2024-11-27 13:47:57,22.200001,32.5,2373.0,72,45,153,45,26,12,1,3,3,5,1,0,1,0
2024-11-27 13:48:02,22.200001,32.5,2373.0,72,45,153,45,26,12,1,3,3,5,1,0,1,0
2024-11-27 13:48:07,18.6,44.900002,1161.0,94,131,130,70,5,16,0,4,0,1,3,4,1,1
2024-11-27 13:48:12,18.6,44.900002,1161.0,94,131,130,70,5,16,0,4,0,1,3,4,1,1
2024-11-27 13:48:17,20.299999,61.099998,1432.0,83,60,67,17,13,7,2,4,1,0,5,1,1,0
2024-11-27 13:48:22,20.299999,61.099998,1432.0,83,60,67,17,13,7,2,4,1,0,5,1,1,0
2024-11-27 13:48:27,17.200001,41.900002,2477.0,14,110,119,20,48,4,3,0,3,5,1,5,0,0
2024-11-27 13:48:32,17.200001,41.900002,2477.0,14,110,119,20,48,4,3,0,3,5,1,5,0,0
2024-11-27 13:48:37,18.5,51.799999,2153.0,42,47,88,78,25,16,4,1,0,1,5,5,0,1
2024-11-27 13:48:42,18.5,51.799999,2153.0,42,47,88,78,25,16,4,1,0,1,5,5,0,1
2024-11-27 13:48:47,22.5,73.699997,1340.0,7,117,197,96,48,51,0,0,1,0,4,4,1,1
2024-11-27 13:48:52,22.5,73.699997,1340.0,7,117,197,96,48,51,0,0,1,0,4,4,1,1
2024-11-27 13:49:33,18.9,48.099998,2156.0,94,9,30,5,48,54,5,3,2,1,2,5,0,0
2024-11-27 13:50:08,14.5,30.9,1732.0,47,127,35,14,6,85,2,5,4,0,4,2,1,0
2024-11-27 13:50:37,13.8,56.900002,2402.0,35,75,128,36,4,50,0,4,5,3,0,0,0,1
2024-11-27 13:51:04,18.700001,22.200001,1402.0,76,111,127,79,26,82,5,2,4,1,2,5,0,1
2024-11-27 13:51:32,15.1,42.5,2974.0,85,93,67,36,21,28,1,1,0,3,5,5,0,0
2024-11-27 13:51:37,12.7,28.4,2422.0,85,147,176,89,13,25,3,3,4,3,0,4,0,0
2024-11-27 13:51:42,12.7,28.4,2422.0,85,147,176,89,13,25,3,3,4,3,0,4,0,0
2024-11-27 13:51:47,22.1,56.799999,2163.0,36,107,99,78,22,45,1,5,5,4,0,4,0,0
2024-11-27 13:51:52,22.1,56.799999,2163.0,36,107,99,78,22,45,1,5,5,4,0,4,0,0
2024-11-27 13:51:57,17.700001,20.200001,2704.0,95,42,178,77,0,87,3,5,1,1,5,1,0,1
2024-11-27 13:52:02,17.700001,20.200001,2704.0,95,42,178,77,0,87,3,5,1,1,5,1,0,1
2024-11-27 13:52:07,17.200001,63.200001,1089.0,97,119,70,53,9,95,0,2,4,3,0,1,1,1
2024-11-27 13:52:12,17.200001,63.200001,1089.0,97,119,70,53,9,95,0,2,4,3,0,1,1,1
2024-11-27 13:52:17,22.9,49.299999,2145.0,69,142,160,90,19,44,3,0,3,1,1,2,0,0
2024-11-27 13:52:22,22.9,49.299999,2145.0,69,142,160,90,19,44,3,0,3,1,1,2,0,0
2024-11-27 13:52:27,23.299999,36.299999,2526.0,48,17,8,75,20,96,2,3,4,2,4,4,1,1
2024-11-27 13:52:32,23.299999,36.299999,2526.0,48,17,8,75,20,96,2,3,4,2,4,4,1,1
2024-11-27 13:52:38,10.0,54.200001,2259.0,7,89,156,79,23,82,3,0,5,3,5,2,1,0
2024-11-27 13:52:44,10.0,54.200001,2259.0,7,89,156,79,23,82,3,0,5,3,5,2,1,0
2024-11-27 13:52:49,14.7,42.200001,2680.0,75,21,14,79,20,62,0,1,0,5,5,5,0,1
2024-11-27 13:52:54,14.7,42.200001,2680.0,75,21,14,79,20,62,0,1,0,5,5,5,0,1
2024-11-27 13:52:59,17.4,31.299999,1766.0,10,2,122,39,23,74,5,4,2,1,5,0,1,1
2024-11-27 13:53:04,17.4,31.299999,1766.0,10,2,122,39,23,74,5,4,2,1,5,0,1,1
2024-11-27 13:53:09,14.8,75.599998,1213.0,87,91,149,3,0,69,5,3,3,4,3,2,0,1
2024-11-27 13:53:14,14.8,75.599998,1213.0,87,91,149,3,0,69,5,3,3,4,3,2,0,1
2024-11-27 13:53:19,15.7,49.299999,2774.0,53,66,174,17,14,58,3,4,1,4,0,4,1,1
2024-11-27 13:53:24,15.7,49.299999,2774.0,53,66,174,17,14,58,3,4,1,4,0,4,1,1
2024-11-27 13:53:29,20.799999,40.099998,2049.0,64,89,64,49,23,53,2,1,3,5,5,1,0,1
2024-11-27 13:53:37,15.5,48.299999,1089.0,97,66,22,10,15,2,3,4,0,1,5,1,0,1
2024-11-27 13:53:44,15.5,48.299999,1089.0,97,66,22,10,15,2,3,4,0,1,5,1,0,1
2024-11-27 13:54:12,22.0,23.5,2725.0,6,3,40,14,35,71,2,4,1,5,5,1,0,0
2024-11-27 13:54:27,18.700001,44.299999,2143.0,29,15,171,74,28,37,5,1,3,1,4,0,0,0
2024-11-27 13:54:34,18.700001,44.299999,2143.0,29,15,171,74,28,37,5,1,3,1,4,0,0,0
2024-11-27 13:54:40,15.1,63.0,2067.0,26,115,87,25,23,1,3,4,0,3,4,3,1,0
2024-11-27 13:54:57,12.3,62.900002,2176.0,94,5,170,33,15,54,4,2,1,3,1,0,0,1
2024-11-27 13:55:10,11.0,74.0,1182.0,72,42,11,59,25,92,2,2,4,3,0,2,1,1
2024-11-27 13:55:15,11.0,74.0,1182.0,72,86,117,81,27,74,4,2,2,5,3,0,1,1
2024-11-27 13:55:23,17.5,27.9,2142.0,34,86,117,81,27,74,4,2,2,5,3,0,1,1
2024-11-27 13:55:32,21.5,44.200001,1778.0,55,110,105,17,3,15,3,4,5,3,5,3,0,1
2024-11-27 13:55:43,22.9,74.900002,2165.0,0,79,2,76,27,34,1,5,4,5,5,1,1,1
2024-11-27 13:55:54,16.4,46.0,1220.0,75,17,43,79,15,41,3,5,2,2,0,2,1,1
2024-11-27 13:56:02,14.1,47.599998,1978.0,64,97,52,46,47,35,1,3,1,0,1,3,0,1
2024-11-27 13:56:11,21.4,46.099998,1251.0,86,117,25,27,40,31,5,2,2,1,5,3,0,0
2024-11-27 13:56:24,15.3,38.099998,2173.0,90,42,62,19,39,10,5,4,4,3,5,5,1,1
2024-11-27 13:56:32,10.2,37.799999,1265.0,0,50,134,40,11,70,5,1,5,4,3,1,0,1
2024-11-27 13:56:46,20.799999,31.1,2508.0,94,46,91,78,17,89,2,0,4,2,0,0,1,1
2024-11-27 13:57:03,16.6,60.599998,1955.0,60,131,198,66,31,10,5,5,0,0,1,1,0,1
2024-11-27 13:57:13,14.5,67.599998,2877.0,10,92,40,41,8,71,3,5,2,3,0,4,1,1
2024-11-27 13:57:20,10.2,34.0,1232.0,23,84,78,12,6,28,3,4,3,0,3,2,1,0
2024-11-27 13:57:30,15.7,62.5,2852.0,36,34,42,13,30,63,4,2,4,2,0,4,1,1
2024-11-27 13:57:35,15.7,62.5,2852.0,36,34,42,13,30,63,3,1,1,3,5,3,0,0
2024-11-27 13:57:40,20.6,49.099998,2203.0,0,51,189,38,44,60,3,1,1,3,5,3,0,0
2024-11-27 13:57:45,20.6,49.099998,2203.0,0,51,189,380,16,31,0,3,3,4,5,5,0,0
2024-11-27 13:57:50,11.7,53.099998,1541.0,49,51,100,10,16,31,0,3,3,4,5,5,0,0
2024-11-27 13:58:00,20.0,50.799999,1320.0,5,44,44,11,14,81,3,1,5,3,0,4,1,1
2024-11-27 13:58:10,18.1,25.1,1214.0,69,97,50,22,31,72,2,3,4,2,3,5,0,0
2024-11-27 13:58:15,18.1,25.1,1214.0,69,97,50,22,23,16,2,5,1,0,4,5,0,0
2024-11-27 13:58:20,19.200001,28.5,1230.0,25,50,37,76,23,16,2,5,1,0,4,5,0,0
2024-11-27 13:58:25,19.200001,28.5,1230.0,9,132,82,47,11,43,2,1,2,4,2,4,1,0
2024-11-27 13:58:30,17.6,47.700001,1532.0,9,132,82,47,11,43,2,1,2,4,2,4,1,0
2024-11-27 13:58:35,17.6,47.700001,1532.0,98,123,116,55,47,75,0,3,1,0,1,2,0,1
2024-11-27 13:58:40,20.4,21.0,2251.0,98,123,116,55,47,75,0,3,1,0,1,2,0,1
2024-11-27 13:58:45,20.4,21.000003,1153.0,21,134,153,43,30,72,4,2,2,3,3,3,0,0
2024-11-27 13:58:50,14.6,72.300003,1153.0,21,134,153,43,30,72,4,2,2,3,3,3,0,0
2024-11-27 13:58:56,14.6,72.300003,1153.0,69,58,47,91,36,62,4,4,1,1,5,5,1,0
2024-11-27 13:59:00,20.9,65.800003,1939.0,69,58,47,91,36,62,4,4,1,1,5,5,1,0
2024-11-27 13:59:05,20.9,65.8,1601.0,54,91,13,87,41,46,5,4,5,2,4,0,0,0
2024-11-27 13:59:10,20.799999,21.6,1601.0,54,91,13,87,41,46,5,4,5,2,4,0,0,0
2024-11-27 13:59:15,20.799999,21.600003,2428.0,71,88,16,4,25,26,4,4,5,0,0,5,1,0
2024-11-27 13:59:20,15.2,65.800003,2428.0,71,88,16,4,25,26,4,4,5,0,0,5,1,0
2024-11-27 13:59:26,22.4,29.1,2443.0,87,54,12,55,47,16,4,3,4,0,1,1,1,0
2024-11-27 13:59:31,22.4,29.1,2443.0,87,54,12,55,47,16,4,3,4,0,1,1,1,0
2024-11-27 13:59:36,22.6,48.099998,2198.0,89,47,49,20,13,29,2,3,3,3,2,5,0,0
2024-11-27 14:00:12,23.4,78.900002,2018.0,81,30,66,69,43,72,0,4,4,4,2,1,1,1
2024-11-27 14:00:17,22.9,55.099998,2563.0,20,136,16,21,42,69,4,1,2,3,0,4,1,1
2024-11-27 14:00:22,22.9,55.099998,2563.0,20,136,16,21,42,69,4,1,2,3,0,4,1,1
2024-11-27 14:00:27,15.9,30.6,2044.0,47,134,187,59,27,66,2,5,1,3,1,1,0,1
2024-11-27 14:00:33,15.9,30.6,2044.0,47,134,187,59,27,66,2,5,1,3,1,1,0,1
2024-11-27 14:00:38,18.1,72.0,1151.0,81,139,49,93,46,72,0,1,5,0,0,4,0,1
2024-11-27 14:00:43,18.1,72.0,1151.0,81,139,49,93,46,72,0,1,5,0,0,4,0,1
2024-11-27 14:01:26,16.9,78.0,1986.0,7,37,34,64,44,99,4,5,3,0,5,5,0,1
2024-11-27 14:01:31,16.9,78.0,1986.0,7,37,34,64,44,99,4,5,3,0,5,5,0,1
2024-11-27 14:01:36,11.9,65.099998,1845.0,28,55,25,18,46,75,4,0,1,1,3,0,0,0
2024-11-27 14:02:11,22.299999,41.700001,1283.0,26,92,179,51,28,73,3,5,2,0,0,5,0,1
2024-11-27 14:02:16,11.2,40.299999,1803.0,53,87,192,97,11,2,4,1,3,5,5,2,0,0
2024-11-27 14:03:44,11.0,52.200001,2867.0,19,17,55,58,23,29,4,1,0,4,5,4,1,1
2024-11-27 14:04:56,15.3,47.299999,1112.0,4,46,117,91,7,85,1,2,3,4,5,2,1,0
2024-11-27 14:05:01,15.3,47.299999,1112.0,4,46,117,91,7,85,1,2,3,4,5,2,1,0
2024-11-27 14:05:06,21.0,71.0,2887.0,66,102,55,88,38,96,2,2,1,0,0,4,0,1
2024-11-27 14:05:11,21.0,71.0,2887.0,66,102,55,88,38,96,2,2,1,0,0,4,0,1
2024-11-27 14:05:16,24.0,71.800003,1247.0,42,50,29,26,13,98,0,3,5,1,2,0,0,0
2024-11-27 14:05:21,24.0,71.800003,1247.0,42,50,29,26,13,98,0,3,5,1,2,0,0,0
2024-11-27 14:05:26,13.2,58.900002,1575.0,58,146,160,33,5,23,0,0,3,3,0,1,0,0
2024-11-27 14:07:56,13.1,45.099998,1633.0,70,53,165,98,33,48,5,3,5,5,0,2,1,1
2024-11-27 14:08:33,19.700001,70.099998,2365.0,4,19,28,47,22,90,1,3,2,4,5,2,1,1
2024-11-27 14:08:38,11.8,53.799999,2224.0,40,90,120,53,42,98,3,5,3,5,2,2,0,0
2024-11-27 14:08:43,11.8,53.799999,2224.0,40,90,120,53,42,98,3,5,3,5,2,2,0,0
2024-11-27 14:08:48,12.9,47.799999,2946.0,73,117,117,85,8,42,5,2,2,1,0,5,0,0
2024-11-27 14:08:53,12.9,47.799999,2946.0,73,117,117,85,8,42,5,2,2,1,0,5,0,0
2024-11-27 14:08:58,15.2,21.0,2540.0,78,17,51,66,22,37,2,2,1,5,5,0,1,1
2024-11-27 14:09:03,15.2,21.0,2540.0,78,17,51,66,22,37,2,2,1,5,5,0,1,1
2024-11-27 14:10:14,21.799999,45.799999,2859.0,47,63,117,70,12,23,3,5,4,5,1,5,0,1
2024-11-27 14:10:19,15.3,61.599998,2339.0,70,95,15,91,49,23,4,3,5,2,0,3,0,0
2024-11-27 14:10:24,15.3,61.599998,2339.0,70,95,15,91,49,23,4,3,5,2,0,3,0,0
2024-11-27 14:10:29,21.799999,65.800003,2413.0,42,17,47,94,11,3,1,1,5,5,1,5,0,0
2024-11-27 14:10:34,21.799999,65.800003,2413.0,42,17,47,94,11,3,1,1,5,5,1,5,0,0
2024-11-27 14:10:39,20.799999,59.799999,1399.0,84,58,86,53,42,68,2,0,3,2,2,0,1,1
2024-11-27 14:10:44,20.799999,59.799999,1399.0,84,58,86,53,42,68,2,0,3,2,2,0,1,1
2024-11-27 14:11:17,13.8,63.5,2560.0,7,56,175,2,7,88,0,0,1,4,3,2,1,1
2024-11-27 14:11:23,13.8,63.5,2560.0,7,56,175,2,7,88,0,0,1,4,3,2,1,1
2024-11-27 14:11:27,23.9,75.099998,2069.0,60,67,175,57,10,13,2,1,3,5,0,4,1,0
2024-11-27 14:11:33,23.9,75.099998,2069.0,60,67,175,57,10,13,2,1,3,5,0,4,1,0
2024-11-27 14:11:38,17.9,56.099998,1443.0,65,69,94,39,18,57,5,1,0,3,4,4,1,0
2024-11-27 14:11:43,17.9,56.099998,1443.0,65,69,94,39,18,57,5,1,0,3,4,4,1,0
2024-11-27 14:11:48,19.200001,25.200001,1801.0,41,28,28,62,0,6,2,0,0,3,0,0,1,1
2024-11-27 14:11:53,19.200001,25.200001,1801.0,41,28,28,62,0,6,2,0,0,3,0,0,1,1
2024-11-27 14:11:58,12.0,73.900002,2831.0,66,139,172,41,39,17,3,1,2,5,1,5,0,0
2024-11-27 14:12:03,12.0,73.900002,2831.0,66,139,172,41,39,17,3,1,2,5,1,5,0,0
2024-11-27 14:12:08,19.6,54.200001,2395.0,50,143,137,76,30,19,5,3,5,0,0,1,1,0
2024-11-27 14:12:13,19.6,54.200001,2395.0,50,143,137,76,30,19,5,3,5,0,0,1,1,0
2024-11-27 14:12:18,13.2,49.200001,2796.0,38,35,154,78,31,67,3,0,0,2,0,4,0,0
2024-11-27 14:12:23,13.2,49.200001,2796.0,38,35,154,78,31,67,3,0,0,2,0,4,0,0
2024-11-27 14:12:28,21.299999,56.200001,2149.0,9,50,26,86,30,75,3,2,1,1,0,3,1,1
2024-11-27 14:12:33,21.299999,56.200001,2149.0,9,50,26,86,30,75,3,2,1,1,0,3,1,1
2024-11-27 14:12:38,18.799999,66.5,1019.0,19,26,195,42,15,69,3,4,2,2,5,5,1,0
2024-11-27 14:12:43,18.799999,66.5,1019.0,19,26,195,42,15,69,3,4,2,2,5,5,1,0
2024-11-27 14:12:48,20.6,77.099998,1273.0,33,5,65,97,9,66,3,1,5,5,2,4,0,0
2024-11-27 14:12:53,20.6,77.099998,1273.0,33,5,65,97,9,66,3,1,5,5,2,4,0,0
2024-11-27 14:12:58,18.799999,22.5,2881.0,12,44,41,76,42,71,1,5,4,0,5,0,1,1
2024-11-27 14:13:03,18.799999,22.5,2881.0,12,44,41,76,42,71,1,5,4,0,5,0,1,1
2024-11-27 14:13:08,15.2,72.300003,1045.0,33,92,146,71,5,51,3,2,2,4,3,4,0,1
2024-11-27 14:13:13,15.2,72.300003,1045.0,33,92,146,71,5,51,3,2,2,4,3,4,0,1
2024-11-27 14:13:18,14.3,33.799999,2555.0,36,134,11,47,38,43,1,2,0,5,1,4,1,0
2024-11-27 14:13:23,14.3,33.799999,2555.0,36,134,11,47,38,43,1,2,0,5,1,4,1,0
2024-11-27 14:13:28,12.3,39.799999,2092.0,91,91,168,96,2,4,5,1,5,4,0,5,0,1
2024-11-27 14:13:34,12.3,39.799999,2092.0,91,91,168,96,2,4,5,1,5,4,0,5,0,1
2024-11-27 14:13:38,21.200001,68.0,2533.0,0,48,175,4,9,45,5,2,1,0,5,5,1,0
2024-11-27 14:13:44,21.200001,68.0,2533.0,0,48,175,4,9,45,5,2,1,0,5,5,1,0
2024-11-27 14:13:48,12.9,59.799999,1958.0,26,14,81,47,27,9,2,2,1,3,4,2,1,1
2024-11-27 14:13:53,12.9,59.799999,1958.0,26,14,81,47,27,9,2,2,1,3,4,2,1,1
2024-11-27 14:13:59,15.2,24.200001,2730.0,84,97,146,75,33,49,1,3,4,3,3,4,1,1
2024-11-27 14:14:04,15.2,24.200001,2730.0,84,97,146,75,33,49,1,3,4,3,3,4,1,1
2024-11-27 14:14:09,15.1,49.900002,1475.0,70,93,96,78,3,0,2,0,3,5,0,1,1,0
2024-11-27 14:14:14,15.1,49.900002,1475.0,70,93,96,78,3,0,2,0,3,5,0,1,1,0
2024-11-27 14:14:19,12.8,26.6,2750.0,39,59,127,32,23,49,5,3,4,0,5,1,0,1
2024-11-27 14:14:24,12.8,26.6,2750.0,39,59,127,32,23,49,5,3,4,0,5,1,0,1
2024-11-27 14:14:29,12.3,29.4,1207.0,11,114,79,15,18,78,1,2,4,2,3,5,1,1
2024-11-27 14:14:35,12.3,29.4,1207.0,25,67,24,45,7,75,1,4,1,3,3,4,1,0
2024-11-27 14:16:14,10.1,70.400002,1475.0,68,26,128,86,7,79,5,2,1,1,0,3,0,1
2024-11-27 14:16:53,13.9,39.799999,1979.0,29,65,25,54,38,48,0,4,0,5,0,0,0,0
2024-11-27 14:17:29,19.799999,39.0,1564.0,36,9,20,85,10,33,1,4,1,3,5,1,1,1
2024-11-27 14:18:30,19.799999,58.700001,2101.0,8,137,6,64,44,7,3,2,4,3,5,1,1,0
2024-11-27 14:19:30,11.2,78.300003,1688.0,27,146,190,25,8,45,5,0,2,4,5,5,0,0
2024-11-27 14:20:14,13.5,24.799999,1162.0,93,131,61,75,37,57,3,2,1,2,3,4,0,0
2024-11-27 14:20:37,24.9,22.700001,1445.0,35,131,156,90,22,22,3,4,2,0,4,4,0,0
2024-11-27 14:20:42,24.9,22.700001,1445.0,35,131,156,90,22,22,3,4,2,0,4,4,0,0
2024-11-27 14:20:47,18.700001,64.800003,1998.0,63,141,159,16,42,6,3,0,3,3,4,4,0,0
2024-11-27 14:20:52,18.700001,64.800003,1998.0,63,141,159,16,42,6,3,0,3,3,4,4,0,0
2024-11-27 16:36:58,18.6,75.900002,1917.0,80,73,149,72,47,68,0,0,1,3,5,4,0,0
2024-11-27 16:37:03,19.9,79.900002,1484.0,36,76,31,1,13,10,3,1,1,3,2,0,1,0
